ID	ENG (Original)	RUS (Dontaz v2.9)	note
5F6F51184D479D4094A68986C7753770	Listen for the bone...	Прислушайся к кости...	
500BE9E0437D5A79C3BAECA72384964F	Listen to Shellphones to receive echoes and memories from the past…	Прислушайтесь к Ракушкам-Звуконосцам, чтобы получить эхо и воспоминания из прошлого...	
EF9686E249DA2744074942941E4F0072	Listen to the road,	Прислушайся к дороге,	
97A6AEF049EA9F37130E5586DF75CF1B	Listen...	Прислушайся...	
DF657B144F07696DDE863C89ED4E8E21	Listen...	Прислушайся...	
3C7291A1408ACB3BD989CDBA0F33D4F4	Little dolls, in a dollhouse made of matches.	Маленькие куклы в кукольном домике из спичек.	
A56DB0F048172430437BAABB842B3B68	Little keys, little keys…	Ключики, ключики…	
E3FE24E74884B1274D9F8087349FEF73	Little soul, you charming little wanderer / my life’s companion and body’s guest / where are you off to now?	Маленькая душа, ты очаровательный маленький странник / спутник моей жизни и гость тела / куда ты направишься теперь?	
8CA6021540145269CE9CEDA0CFDFD4B4	Little soul, you charming little wanderer.	Душенька, ты очаровательный маленький странник.	
0EF2E7F541D78AFC6A0B98B733D48206	Look Around	Осмотреться	
F0E89228454ADC3327D1F0BF71B13916	Look at that, oh, I can't get enough of it	Посмотри на это, ох, я не могу насмотреться	
C9F45ED040D39B573BC4FEB808EA8E4A	Look at these sorry reflections of the daughter.	Посмотри на эти жалкие отражения дочери.	
AB848DBB49F48476C883A88C54A2CF77	Look at this fancy stick	Посмотри на эту причудливую палку	
EA06F36D4D30DE05EB374C8F983BCD40	Look at those stars burning like so many candlelights…	Посмотри на те звёзды, горящие словно множество свечей...	
57151D9A4DAB789E333D698EF86BB40E	Look at those two arms swingin’ around. Disgusting!	Посмотрите на эти две болтающиеся руки. Отвратительно!	
546CFE2F431598CEF96C7997AB4F7C14	Look out!	Берегись!	
AF2B95DC4AE339EC1DD370AB4979A37D	Lost in his terrible maze, you are.	Потерян в его ужасном лабиринте, ты	
004D7A82425187242A09458440779098	Love this stick, can't believe I found it! Where did I find (muttering)	Обожаю эту палку, не могу поверить, что нашёл её! Где я нашёл (бормочет)	
4FED478F44E5D60424579EA372BAADA1	Lucas Åsaborn	Lucas Åsaborn	
A8FF82A74F2419D346B61AAADDE1AFCE	Lucas “Malk” Silva	Lucas “Malk” Silva	
EDFE2EE34BCDCFF5AA994A95C82D01F1	Lukas Freijd	Lukas Freijd	
9F44F18B4EF2F77FCAF939B2E89B8566	Lukasz Wrzesinski	Lukasz Wrzesinski	
766916024A8E62FE187173A79E7B2B44	Maciej Kolodziejczyk	Maciej Kolodziejczyk	
EA2867C6471F60FED771D888A6C74737	Made with corrupted clay from underneath the Worktable, the Crawlers are always starving and on the hunt to repay the debt of fire owed to the Dark Itself.	Созданные из искажённой глины из-под Верстака, Ползуны всегда голодны и охотятся, чтобы отплатить долг огня Самой Тьме.	
073B91BA43FF61AF0F1947B6F4220783	Main Menu	Главное меню	
6D8569A342589F4113728686C4FA43FD	Make me a princess...!	Сделай меня принцессой...!	
DBBA251645525F84547C52BFF79DB8F9	Make this one disappear. Make it all go away!	Заставьте его исчезнуть. Пусть он исчезнет!	
2D7A6D504ADA093D1E9C42A1770DD5D0	Male Headlings	Мужчины Головлинги	
1FB1724C4C3B582327B5ED8B4C8B549B	Many years later, I don’t know what happened, but	Много лет спустя, я не знаю, что произошло, но	
3B4281034FC93DEE053EA0B470556837	Map of Coalhaven	Карта Углеграда	
7CCBF17740354ACCB012118414378695	Map of the Molgrim Swamps	Карта болот молгримов	
97946E3640297E8F5F90199D2566313D	Margaux Duval	Margaux Duval	
C7CCE2124294AD6A38B1ACB8C5814220	Mari Kurami	Mari Kurami	
E292FF6546DC47203488E6BED13872A6	Marketing Creative	Креативный Маркетинг	
99EC90F44F781ACB3A1ED5ADF0FFE8FD	Martin Blomkvist	Martin Blomkvist	
4723C5174E85765314DCC494B505A8EA	Mary Morgan	Mary Morgan в роли	
619AACD64B597794B4B8CBB8735F533C	Mask of Headeric the Hateful	Маска Хедерика Ненавистного	
282E209E433552FC0CF4A99475BD3DA0	Mask of Nogginson the Envious	Маска Ноггинсона Завистливого	
C7F6B86C45D8F33875851C91C4CDB2E6	Mask of Skully the Fearful	Маска Скалли Боязливого	
D1FC395842412F6CA28594A55EA63456	Mateusz Rajchert	Mateusz Rajchert	
5AF8F4854605388CFECB44B3D54279F9	Mathis Simile	Mathis Simile	
4AEDB5EB40614E0B0D3EE3A9518011B0	Mattias Söderholm	Mattias Söderholm	
ED437E5546C135AF05EBDB81C6D4F824	Mattias Söderholm	Mattias Söderholm	
777546864D3439083067EA85F94D5AE8	May I have this dance...?	Можно мне потанцевать...?	
61E32DC04B0E29F2A22022920B0414C4	Maybe this can be used as a lever.	Возможно, её можно использовать как рычаг.	
CDFBABFF4E00534E65C8459EE23F3228	Meanwhile I’ll keep the skull... safe! Yes, safe...	А пока я сохраню череп... в безопасности! Да, в безопасности...	
B4C28DAD45451600197464AD651FAD4C	Medina Ljufi	Medina Ljufi	
E1EDD90245B89DC8B057EA8EBCAE4799	Medina Ljufi	Medina Ljufi	
BCDE5F294CAA77A9655E45B06B4FA20B	Meet your Craftsman!	Встреть своего Ремесленника!	
6B7F6D11424C93F75F5C6895704E9975	Michal Blonski	Michal Blonski	
F86507DA4F94D842032BFFA838A0ACB7	Michal Wojtyszyn	Michal Wojtyszyn	
B14BB26F4ADC5EFC78AE6889EAFC0747	Might be returning!	Возможно, вернутся!	
623A922C4DC3E6376E9312BDFA643F99	Mikolaj Romanowski	Mikolaj Romanowski	
28F75F3B49040814C70989A0BA5D8049	Mind over body!	Разум превыше тела!	
3B97CCA643A870272DCDC8AD5A7D7137	Mind over body!	Разум превыше тела!	
47CAFD6B43DE4A658F343C9CEE6756BB	Mind over body!	Разум превыше тела!	
865513EE499EE6588BF25099F91D6C9B	Mind over body!	Разум превыше тела!	
86775CBF4A8145BBE75B5CB14866C7B4	Mind over body!	Разум превыше тела!	
9F55EA6346F12CA1B8C6B2B76CF246C5	Mind over body!	Разум превыше тела!	
A32F86FF40ED416FDF82F8BF036208BC	Mind over body!	Разум превыше тела!	
DD21BB29465A281CE9A15BAE1086B8A5	Mind over body!	Разум превыше тела!	
EFC0DEEB4E0591A73C230C85A60C186F	Mind over body!	Разум превыше тела!	
BB894C7F4B5873671494FB8794B7B13A	Mind over body, yes...	Разум превыше тела, да…	
1FE6B985488110332F95E5A2D82DE9DE	Mind over body.	Разум превыше тела.	
DB0737494CB1DBD3A32A7E9DB7D8849D	Mind over body.	Разум превыше тела.	
1A812A314AD2832772A90F995A3E8244	Mind over body. The bodies made us do bad things, so we banished them.	Разум превыше тела. Тела заставляли нас творить злодеяния, поэтому мы изгнали их.	
16649A194022B707CFDBE0B9809A29C0	Mitt Happyplace när världen står i brand	Mitt Happyplace när världen står i brand (Моё счастливое местечко, когда мир в огне)	
AB0AB682468355A0B1DF0FB02141512E	Mmm-mm!	Ммм-мм!	
E851D3194393F34AEBFEEE960F1A8047	Molgrim’s Cave lies thataway…	Пещера Молгрима в той стороне...	
4C70650D442FE3216D7455BEF9CAC583	Molly Scarpine	Molly Scarpine в роли	
9A55309E4D97E8F75AD1AD85E1305AF8	Mom, dad!	Мама, папа!	
383CA549429F5E16548527B38F989CB1	Moonbird	Лунокрыл	
266B825846995D4DA0E20596AE56B650	Moonbird has seen enough.	Лунокрыл насмотрелся достаточно.	
376054D64A75466934596A91E3717A59	Moonbird has seen enough.	Лунокрыл насмотрелся достаточно.	
6370CC714EB84FE4941E2F9F850DC14D	Moonbird has seen enough.	Лунокрыл насмотрелся достаточно.	
89470F7F4CB353AD520238B28A510D6F	Moonbird has seen enough.	Лунокрыл насмотрелся достаточно.	
407DEAC749F7B86C7F85F6AC49B3DB77	Moonbird has tasted your fire.	Лунокрыл вкусил твой огонь.	
C0B5E1534DC0A1403C96A88BAFC56F7C	Moonbird simply had to take it.	Лунокрылу просто пришлось забрать его.	
365EDDEB43E0BF3887F322BAC031D0B5	Moonhood Pets	Питомцы Moonhood	
4117402544D200E2721629ACFF11CDB4	More stories...!	Больше историй...!	
5DE8D4D9418D17A82C31D7A3F55FCFAE	More!	Ещё!	
66223D81422E7BD0545E50B38ED492C5	More!	Ещё!	
1F1DBEE04EC0EEC9BB0F4BA2214D31F7	More! More!	Ещё! Ещё!	
4E09FB964AF53302EB7B7D8496513F95	More! More!	Ещё! Ещё!	
DA88AD2A455CA7084A902BBE0FC65BD7	More! More!	Ещё! Ещё!	
F27C129A481E759423C699ABA2A91625	More! More...!	Ещё! Ещё...!	
A79C313444840822A9659296F6DB8D2D	More!!	Ещё!!	
E6EA0C3E481EBD109F7BAE8DF410391C	More!!	Ещё!!	
8300D93742EE8BA369F42F8C2E156CED	More!! More!!	Ещё!! Ещё!!	
7569BD7D4C5EA81C776B489C70F93B8B	More, more!	Ещё, ещё!	
EAC5F6114984F8E3B26325AD537BDC9B	More, more!	Ещё, ещё!	
E2FEEE984F598D6AB978638B4C09BDA9	More, more, more!	Ещё, ещё, ещё!	
31540F7D42CFBB5958BC288165C16586	More, more, more...!	Ещё, ещё, ещё...!	
E8A6351341F96381E4FA778DD7778851	More...	Ещё...	
E400629344A3BAF95B7E488529B96176	Most of my life I’ve been afraid of the dark.	Большую часть жизни я боялся темноты.	
959D861444AAFE246FB3C6A8BD5B0A93	Mother Ragdoll	Мать Тряпичный человек	
F9CCE2C14BC0B6126C1E8C851FF9CC43	Mother's Mask	Маска матери	
6FAB4D844B0F3ED68E8211A32C54AC7E	Moush Angre	Moush Angre	
3EEE68634EED4CC127760D9894305EEB	Move	Двигаться	
4DDA5F7143D04EFE7BABB5B72B2B8459	Move	Двигаться	
66BA27C046DF0FDF7FA03BA8D170F206	Move	Двигаться	
DE108D6148CEE559DE8F67B0091FA50F	Move Back	Двигаться назад	
0029856146B69D0F9E437C8B26847EA3	Move Forward	Двигаться вперёд	
2A7C47B44C765D19A1386FA7017684CE	Move Left	Двигаться влево	
EA48AFAE4D8682407D5426B2052A3EE3	Move Right	Двигаться вправо	
B8D6261C4871880A8BDACAA3FC64AB5E	Move player on right axis	Двигать игрока по правой оси	
F825413F45A80BDE73C01F878800BCDE	Movement	Движение	
0480E86C4FABF2FC00484FB08264DB79	Movement Inputs	Ввод команд движения	
B34B77CD41BB73A028A0408F27B82AD1	Murderers all.	Все убийцы.	
E7D8CD704E3806849024C79C61E8322D	Murderers…	Убийцы...	
8704268943EA3B0D4479C0BC66A3A621	Music by	Музыка от	
EF3FDE674F34B848ED898FBBE750E27D	My best stick.	Моя лучшая палка.	
A657BC594B4B6528E58655BB8C7709C9	My life was in the gutter before I found this stick	Моя жизнь была канавой, пока я не нашёл эту палку	
92678B944571142326352FA58F7E10F4	My life’s companion and body’s guest...	Спутник моей жизни и гость тела...	
ED6447704A847A4629620885D474FA90	My stick!	Моя палка!	
A50462A441EF7A713BD2789A97398572	My stick, my favorite stick!	Моя палка, моя любимая палка!	
7327234A4B1D6B7640A977A028307173	My... No!	Моя... Нет!	
DB55E2404EE56C805DBB818C3D34AC95	Nah, nah, that’s not the way the story blows…	Нет, нет, не так история течёт...	
E654E6644172D613431C66A4997F8C23	Name	Имя	
A7B848954E73BF882F4E8A8BA3B5B5FD	Narrator	Рассказчик	
EFB850CF450F403F1A949EA1936E1B1F	Natten är nog det finaste här	Natten är nog det finaste här (Ночь здесь, пожалуй, самая приятная)	
6CDB5F484258AB5A5F6405842A881AE1	Naturally, you must, it is destined...	Конечно, ты должен, так предначертано...	
